index,reference_complete,direction,stage,reference_recovery,top1_correct,search_incomplete,capped,search_seconds,evaluation_seconds,cpu_seconds,peak_rss_mb,old_reference_recovery,old_top1_correct,recovery_change,archive,evaluation
463,True,R_to_P,complete,recovered,True,False,True,7.187019654549658,0.6094284141436219,7.686023,217.625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/463/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/463/evaluation.json
464,True,P_to_R,complete,recovered,True,False,True,30.184538745321333,3.332749812863767,29.712107,673.23046875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/464/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/464/evaluation.json
465,True,P_to_R,complete,recovered,True,False,True,10.275628560921177,1.6938404978718609,10.96167,313.1484375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/465/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/465/evaluation.json
466,True,P_to_R,complete,recovered,True,False,True,20.73593162302859,2.2497478688601404,20.655047,533.96875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/466/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/466/evaluation.json
467,True,P_to_R,complete,recovered,True,False,False,0.2833515959791839,0.03175196493975818,1.3143500000000001,119.98828125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/467/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/467/evaluation.json
468,True,P_to_R,complete,recovered,True,False,False,0.6065667420625687,0.0566557077690959,1.4014939999999998,123.234375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/468/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/468/evaluation.json
469,True,R_to_P,complete,recovered,True,False,False,1.6975812036544085,0.15892132092267275,2.312393,130.44140625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/469/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/469/evaluation.json
470,True,R_to_P,complete,recovered,True,False,False,1.0571727715432644,0.1633474314585328,1.769994,128.49609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/470/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/470/evaluation.json
471,True,P_to_R,complete,recovered,True,False,False,1.474961553234607,0.2473359927535057,2.239564,133.05859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/471/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/471/evaluation.json
472,True,R_to_P,complete,recovered,True,False,False,0.905591475777328,0.09880870627239347,1.7582540000000002,124.8203125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/472/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/472/evaluation.json
473,True,R_to_P,complete,recovered,True,False,True,6.529529691673815,0.7326016630977392,7.179768999999999,229.9375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/473/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/473/evaluation.json
474,True,R_to_P,complete,recovered,True,False,True,4.19907218310982,0.4478312199935317,4.953284,195.97265625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/474/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/474/evaluation.json
475,True,P_to_R,complete,recovered,True,False,True,1.8606654587201774,0.19583898782730103,2.768934,152.3203125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/475/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/475/evaluation.json
476,True,R_to_P,complete,recovered,True,False,False,0.21499502938240767,0.034075869247317314,1.069539,120.24609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/476/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/476/evaluation.json
477,True,R_to_P,complete,recovered,True,False,True,8.66697853198275,0.4646948459558189,6.647683,190.5859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/477/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/477/evaluation.json
478,True,P_to_R,complete,recovered,True,False,True,1.5514949329663068,0.18010416091419756,2.361994,135.26171875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/478/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/478/evaluation.json
479,True,R_to_P,complete,recovered,True,False,True,1.318702794611454,0.17469906993210316,2.0987739999999997,135.859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/479/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/479/evaluation.json
480,True,P_to_R,complete,recovered,False,False,True,6.714610087685287,0.47337843105196953,7.272729,247.51171875,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/480/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/480/evaluation.json
481,True,R_to_P,complete,recovered,True,False,False,1.8881483001168817,0.31475236010737717,2.680405,140.1015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/481/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/481/evaluation.json
482,True,R_to_P,complete,recovered,True,False,True,6.006583661772311,0.6660483945161104,6.908121,241.70703125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/482/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/482/evaluation.json
483,True,R_to_P,complete,recovered,False,False,False,0.3109304648824036,0.04661942459642887,1.4320400000000002,121.09765625,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/483/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/483/evaluation.json
484,True,R_to_P,complete,recovered,True,False,True,3.3603572389110923,0.34286773297935724,3.96741,164.2890625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/484/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/484/evaluation.json
485,True,R_to_P,complete,recovered,True,False,True,7.295271913520992,0.26470090355724096,8.079930000000001,228.75,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/485/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/485/evaluation.json
486,True,R_to_P,complete,recovered,True,False,True,4.373742798343301,0.320736532099545,5.202065,196.3828125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/486/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/486/evaluation.json
487,True,P_to_R,complete,recovered,True,False,False,1.4694494451396167,0.4308029320091009,2.101793,131.5,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/487/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/487/evaluation.json
488,True,R_to_P,complete,recovered,True,False,False,1.1499952380545437,0.07620566012337804,1.816618,127.09375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/488/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/488/evaluation.json
489,True,R_to_P,complete,recovered,True,False,True,2.975273862015456,0.43314001988619566,3.51766,171.3671875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/489/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/489/evaluation.json
490,True,P_to_R,complete,recovered,True,False,True,22.021035995334387,2.7276168847456574,22.060118,546.66015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/490/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/490/evaluation.json
491,True,R_to_P,complete,recovered,True,False,False,4.592654763022438,0.6094315578229725,5.029665,180.828125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/491/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/491/evaluation.json
492,True,R_to_P,complete,recovered,True,False,True,4.412872546119615,0.3222235180437565,4.836264,185.4453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/492/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/492/evaluation.json
493,True,R_to_P,complete,recovered,True,False,True,2.2448092186823487,0.1837345054373145,2.828008,145.125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/493/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/493/evaluation.json
494,True,P_to_R,complete,recovered,False,False,True,1.6771317832171917,0.20685560163110495,2.3584199999999997,142.94921875,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/494/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/494/evaluation.json
495,True,R_to_P,complete,recovered,True,False,True,52.13442784920335,4.871495988219976,48.748809,1057.69921875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/495/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/495/evaluation.json
496,True,P_to_R,complete,recovered,True,False,True,24.654171401634812,2.287246889434755,24.475736,518.9921875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/496/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/496/evaluation.json
497,True,R_to_P,complete,recovered,True,False,True,22.15144515200518,1.9141077410895377,20.935397,441.140625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/497/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/497/evaluation.json
498,True,P_to_R,complete,recovered,True,False,False,0.758874234976247,0.06345970695838332,1.586311,126.12890625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/498/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/498/evaluation.json
499,True,R_to_P,complete,recovered,True,False,True,11.518166788853705,1.4440336609259248,12.029307,306.54296875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/499/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/499/evaluation.json
500,True,R_to_P,complete,recovered,True,False,False,1.6292327549308538,0.1973638329654932,2.661692,144.8671875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/500/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/500/evaluation.json
501,True,R_to_P,complete,recovered,True,False,True,3.399487583898008,0.4753302102908492,4.312347,181.84375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/501/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/501/evaluation.json
502,True,R_to_P,complete,recovered,True,False,False,0.7842460661195219,0.0969494809396565,1.880101,128.59375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/502/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/502/evaluation.json
503,True,R_to_P,complete,recovered,True,False,True,5.107025772333145,0.33614771626889706,5.495485,219.80859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/503/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/503/evaluation.json
504,True,R_to_P,complete,recovered,True,False,True,7.682785263285041,0.7034112745895982,8.154913,289.3125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/504/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/504/evaluation.json
505,True,R_to_P,complete,recovered,True,False,True,1.384535470046103,0.11485610716044903,2.066008,136.28125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/505/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/505/evaluation.json
506,True,R_to_P,complete,recovered,True,False,True,3.7678791284561157,0.29951965250074863,4.315583999999999,173.2265625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/506/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/506/evaluation.json
507,True,R_to_P,complete,recovered,True,False,False,4.342172656906769,0.3452424050774425,4.998405,154.2265625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/507/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/507/evaluation.json
508,True,R_to_P,complete,recovered,True,False,False,0.5646903130691499,0.07408011518418789,1.452284,124.32421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/508/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/508/evaluation.json
509,True,R_to_P,complete,recovered,True,False,True,2.816930972971022,0.2564129331149161,3.5806229999999997,174.3984375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/509/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/509/evaluation.json
510,True,P_to_R,complete,recovered,True,False,False,0.8450261354446411,0.14698252361267805,1.690621,128.703125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/510/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/510/evaluation.json
511,True,P_to_R,complete,recovered,False,False,True,6.388256766833365,0.9110087193548679,6.877082000000001,237.94140625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/511/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/511/evaluation.json
512,True,R_to_P,complete,recovered,True,False,False,0.37563262693583965,0.03335440997034311,1.3382159999999999,123.6484375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/512/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/512/evaluation.json
513,True,R_to_P,complete,recovered,True,False,False,2.7457620445638895,0.2705624494701624,3.537752,161.34765625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/513/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/513/evaluation.json
514,True,P_to_R,complete,recovered,True,False,True,4.49339599115774,0.5318219703622162,5.41755,200.82421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/514/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/514/evaluation.json
515,True,P_to_R,complete,recovered,True,False,True,4.354150624014437,0.5548381358385086,5.056769,193.75,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/515/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/515/evaluation.json
516,True,R_to_P,complete,recovered,True,False,False,5.7262079431675375,0.5423249453306198,6.165003,200.18359375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/516/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/516/evaluation.json
517,True,P_to_R,complete,recovered,True,False,True,2.273001088295132,0.36544837104156613,3.208731,156.421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/517/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/517/evaluation.json
518,True,R_to_P,complete,recovered,True,False,True,2.8676222674548626,0.2804576950147748,3.669316,159.5703125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/518/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/518/evaluation.json
519,True,R_to_P,complete,recovered,True,False,False,1.0895551480352879,0.09406655002385378,1.96521,127.53515625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/519/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/519/evaluation.json
520,True,R_to_P,complete,recovered,True,False,True,2.6147719668224454,0.2513778945431113,3.559801,163.41015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/520/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/520/evaluation.json
521,True,P_to_R,complete,recovered,True,False,True,83.99681367212906,7.716269360855222,81.845394,1666.12890625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/521/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/521/evaluation.json
522,True,R_to_P,complete,recovered,True,False,False,0.8627366200089455,0.0873919720761478,1.887043,130.08984375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/522/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/522/evaluation.json
523,True,R_to_P,complete,recovered,True,False,True,11.646465444937348,1.1085972229484469,11.787806,354.21484375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/523/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/523/evaluation.json
524,True,P_to_R,complete,recovered,True,False,True,9.730125440983102,1.0691127288155258,9.798517,309.9921875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/524/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/524/evaluation.json
525,True,R_to_P,complete,recovered,True,False,False,0.6252349251881242,0.09693400468677282,1.730293,123.75,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/525/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/525/evaluation.json
526,True,R_to_P,complete,recovered,True,False,False,0.5301357479766011,0.06113333348184824,1.6988,126.59765625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/526/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/526/evaluation.json
527,True,R_to_P,complete,recovered,True,False,False,1.9022868569009006,0.20898814592510462,2.754585,134.48046875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/527/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/527/evaluation.json
528,True,R_to_P,complete,recovered,True,False,True,13.561448194086552,0.9358627079054713,13.444205,352.078125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/528/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/528/evaluation.json
529,True,R_to_P,complete,recovered,True,False,True,10.136428721016273,0.9651696849614382,10.395702,274.9453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/529/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/529/evaluation.json
530,True,R_to_P,complete,recovered,True,False,True,3.9308560006320477,0.6586561547592282,4.689364,185.65625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/530/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/530/evaluation.json
531,True,R_to_P,complete,recovered,True,False,True,23.01094417925924,2.525342157110572,22.897896000000003,591.421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/531/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/531/evaluation.json
532,True,R_to_P,complete,recovered,False,False,True,67.69046392291784,6.652323768474162,66.339334,1362.328125,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/532/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/532/evaluation.json
533,True,R_to_P,complete,recovered,False,False,True,6.026570945046842,0.6830725949257612,6.659707,219.37890625,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/533/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/533/evaluation.json
534,True,R_to_P,complete,recovered,False,False,True,10.54981608595699,1.1953158983960748,11.007247,311.703125,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/534/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/534/evaluation.json
535,True,R_to_P,complete,recovered,False,False,True,2.7012664256617427,0.28558113519102335,3.55452,158.08984375,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/535/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/535/evaluation.json
536,True,R_to_P,complete,recovered,True,False,True,9.262043345021084,1.040318065090105,9.229396,271.4296875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/536/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/536/evaluation.json
537,True,R_to_P,complete,recovered,True,False,True,2.032686896622181,0.2152326162904501,2.939201,154.46484375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/537/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/537/evaluation.json
538,True,R_to_P,complete,recovered,True,False,True,0.4236893989145756,0.03759900201112032,1.45641,125.578125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/538/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/538/evaluation.json
539,True,R_to_P,complete,recovered,True,False,True,2.910142128355801,0.28552936762571335,3.635775,164.2890625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/539/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/539/evaluation.json
540,True,P_to_R,complete,recovered,True,False,True,7.182676175609231,0.9800508008338511,7.700296000000001,251.15625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/540/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/540/evaluation.json
541,True,R_to_P,complete,recovered,True,False,True,31.462609860114753,3.630127588286996,31.373998,698.26171875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/541/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/541/evaluation.json
542,True,R_to_P,complete,recovered,False,False,True,31.635988594032824,3.6487983339466155,31.953094,766.3359375,not_recovered,False,gained,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/542/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/542/evaluation.json
543,True,R_to_P,complete,recovered,True,False,False,1.3555188551545143,0.0979645038023591,2.103655,131.26171875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/543/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/543/evaluation.json
544,True,R_to_P,complete,recovered,True,False,True,2.333737009204924,0.13174705673009157,2.93067,139.82421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/544/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/544/evaluation.json
545,True,P_to_R,complete,recovered,True,False,True,1.8978890934959054,0.16656306106597185,2.676023,136.1015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/545/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/545/evaluation.json
546,True,R_to_P,complete,recovered,True,False,True,5.997528176056221,0.7245713979937136,6.418761,218.6171875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/546/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/546/evaluation.json
