index,balanced,source_atoms,target_atoms,target_heavy_atoms,reference_complete,reference_target_coverage,stage,evaluated,completion_run,search_incomplete,reused_search,archive,partial_archive,evaluation,reference_pairs,reference_annotation_complete,top1_correct,representative_recovery,reference_recovery,top_terminal,witness_terminal,candidate_terminals,unique_representative_chemistries,unique_heavy_representatives,best_target_heavy_coverage,best_target_all_atom_coverage,capped,symbolic_queries,unknown_queries,evaluation_seconds,evaluator_sha256,search_wall_seconds,search_archive_seconds,search_mode,search_saved_cuts_reused,search_cold_search,search_cpu_seconds,search_peak_rss_mb,search_hostname,search_slurm_job,search_cpu_model,metric_elapsed_seconds,metric_cut_count,metric_raw_result_count,metric_retained_branch_count,metric_max_live_branches,metric_max_growth_candidates,metric_subtree_branch_cap_count,metric_worker_returned_branch_count,metric_parent_merge_seconds,metric_completed_group_requests,metric_completed_group_calculations,metric_completed_group_cache_hits,metric_worker_search_seconds,metric_checkpoint_seconds,metric_symmetry_finalization_seconds,top_broken,top_formed,top_bond_order_changed,search_cpu_seconds_scope,search_child_cpu_seconds
542,True,34,34,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/542/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/542/evaluation.json,14,True,False,False,not_recovered,37140,,9228,92,,1.0,1.0,True,0,0,16.58435660880059,,87.98730287584476,64.45236145006493,,,,148.86030300000002,1282.11328125,bosque56,437087,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,59.262624508934096,33,9228,9228,100,33,27624,0,1.0984348179772496,34761,27895,6866,18.884936790447682,28.56328978878446,10.57100871601142,4,5,1,,
543,True,35,35,17,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/543/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/543/evaluation.json,17,True,True,True,recovered,56,56,114,6,,1.0,1.0,False,0,0,0.09284212999045849,,1.0746586308814585,0.5061940730083734,,,,2.342606,127.84765625,bosque56,437088,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.8981603430584073,35,114,114,4,18,0,0,0.0050263418816030025,355,310,45,0.4631601204164326,0.2832957087084651,0.13914218894205987,1,1,4,,
544,True,37,37,15,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/544/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/544/evaluation.json,15,True,True,True,recovered,177,177,334,23,,1.0,1.0,True,0,0,0.2585262251086533,,2.924392797984183,2.7143587111495435,,,,5.045745,147.06640625,bosque56,437089,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,2.3044836190529168,39,334,334,100,93,351,0,0.0218344209715724,1137,1087,50,0.9108502583112568,0.8922799357678741,0.4717367021366954,1,2,1,,
545,False,48,46,25,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/545/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/545/evaluation.json,25,True,True,True,recovered,9,9,91,10,,1.0,1.0,True,0,0,0.10996943502686918,,1.6524981309194118,1.4258786428254098,,,,3.1583959999999998,129.16796875,bosque46,437090,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.3987107740249485,51,91,91,12,96,95,0,0.006099299993366003,390,287,103,0.9311871454119682,0.2936836709268391,0.15707970992662013,3,2,0,,
546,True,35,35,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/546/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/546/evaluation.json,14,True,True,True,recovered,1591,1591,1730,32,,1.0,1.0,True,0,0,1.2460444818716496,,15.435513842152432,10.842957289889455,,,,25.797841,311.6875,bosque46,437091,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,10.644275084137917,36,1730,1730,100,24,4689,0,0.30647252802737057,6328,4590,1738,2.981773308943957,5.594404969131574,1.7361981570720673,2,2,2,,
547,True,53,53,25,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/547/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/547/evaluation.json,25,True,True,True,recovered,451,451,875,31,,1.0,1.0,True,0,0,1.076738091185689,,17.518482494866475,10.036149652907625,,,,25.017345,295.10546875,bosque46,437092,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,13.163824348011985,56,875,875,100,96,3869,0,0.22322622104547918,3314,3018,296,3.5823273716960102,7.448540575569496,1.8844572368543595,1,3,2,,
548,True,33,33,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/548/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/548/evaluation.json,19,True,True,True,recovered,66,66,1838,59,,1.0,1.0,True,0,0,0.5992831541225314,,6.079625301994383,3.7643021550029516,,,,10.395242999999999,281.12109375,bosque12,437714,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,4.343628700822592,36,1838,1838,100,16,1551,0,0.05632611084729433,7128,6062,1066,1.5433296952396631,1.5216206461191177,1.2096170792356133,1,1,0,,
549,False,69,63,27,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/549/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/549/evaluation.json,27,True,True,True,recovered,5565,5565,855,43,,1.0,1.0,False,0,0,1.2011356430593878,,19.669809504877776,8.38032313506119,,,,24.531583,278.9140625,bosque46,437094,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,16.28161451104097,69,855,855,75,40,0,0,0.06363639398477972,5393,3171,2222,6.515460171503946,7.2219800697639585,2.44281524582766,7,3,2,,
550,False,35,32,16,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/550/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/550/evaluation.json,16,True,True,True,recovered,1489,1489,555,19,,1.0,1.0,False,0,0,0.4433052041567862,,6.525095968972892,1.9222641370724887,,,,6.723719,157.76953125,bosque46,437095,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,3.9373566599097103,38,555,555,18,62,0,0,0.028852809919044375,2313,1968,345,1.484594207489863,1.7445066990330815,0.6661798239219934,3,1,1,,
551,True,51,51,27,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/551/aam.json.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/551/partial_archive.json,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/551/evaluation.json,27,True,True,True,recovered,38874,38874,6216,66,114,1.0,1.0,True,0,0,3.596300350036472,c998554adb94e24d16d31f9756ef67778fc71171c895cfc56ef214b641c1e9ef,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,
552,True,21,21,9,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/552/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/552/evaluation.json,9,True,True,True,recovered,18,18,85,4,,1.0,1.0,False,0,0,0.05421450827270746,,0.48596641328185797,0.19485472328960896,,,,1.561326,122.234375,bosque67,437097,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.3779445393010974,22,85,85,2,12,0,0,0.003796324133872986,231,202,29,0.178655874915421,0.1252976953983307,0.06589571479707956,1,1,2,,
553,True,38,38,18,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/553/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/553/evaluation.json,18,True,True,True,recovered,4663,4663,8465,42,,1.0,1.0,True,0,0,7.325078044086695,,102.95787508040667,81.71275171265006,,,,180.45762399999998,1491.78125,bosque67,437098,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,67.65453691408038,39,8465,8465,100,86,42264,0,2.143597627058625,30311,23738,6573,19.895369239151478,36.098910273984075,9.359269190579653,4,5,1,,
554,True,40,40,20,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/554/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/554/evaluation.json,20,True,True,True,recovered,23831,23831,8973,199,,1.0,1.0,True,0,0,8.241807107813656,,88.4686580710113,62.94130022358149,,,,147.405327,1232.94140625,bosque67,437099,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,60.632752812467515,41,8973,8973,100,20,15633,0,1.5294324876740575,41228,30743,10485,16.74268472753465,29.180738884955645,13.047606656327844,4,3,0,,
555,True,60,60,26,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/555/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/555/evaluation.json,26,True,True,True,recovered,1246,1246,2790,62,,1.0,1.0,True,0,0,3.774451406672597,,42.37965883594006,31.330655108205974,,,,72.951009,627.23046875,bosque67,437100,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,29.237248934805393,64,2790,2790,100,84,10150,0,0.3477511294186115,9961,7430,2531,9.579704667441547,13.653174923732877,5.603976889513433,1,1,2,,
556,True,58,58,28,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/556/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/556/evaluation.json,28,True,True,True,recovered,19658,19658,4469,104,,1.0,1.0,True,0,0,6.161284897476435,,61.599492565728724,42.466740812174976,,,,99.902759,822.203125,bosque67,437101,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,43.564693350344896,62,4469,4469,100,44,9027,0,0.44527110178023577,19255,17032,2223,11.480998374521732,21.291840313002467,10.280037989839911,3,1,2,,
557,True,24,24,12,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/557/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/557/evaluation.json,12,True,True,True,recovered,1185,1185,1374,34,,1.0,1.0,False,0,0,0.7265540445223451,,5.873498194850981,3.397483474574983,,,,9.674007,188.85546875,bosque67,437102,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,4.278967635706067,23,1374,1374,81,20,0,0,0.08547654189169407,5707,5336,371,1.01056963019073,1.6909492230042815,1.4805111112073064,4,6,2,,
558,True,36,36,18,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/558/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/558/evaluation.json,18,True,True,True,recovered,13,13,97,8,,1.0,1.0,True,0,0,0.0714971898123622,,1.5542086455971003,0.13294116500765085,,,,1.2523790000000001,124.359375,bosque12,437715,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1.5033371662721038,39,97,97,4,94,38,0,0.0019163386896252632,273,154,119,0.23758257925510406,1.228053784929216,0.03290621843189001,1,2,1,,
559,True,45,45,21,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/559/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/559/evaluation.json,21,True,True,True,recovered,12439,12439,4760,36,,1.0,1.0,True,0,0,4.977891153190285,,78.53511894820258,54.33445450523868,,,,129.211144,1111.10546875,bosque20,437104,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,55.584684739355,47,4760,4760,100,43,14441,0,1.2301044189371169,23079,18138,4941,19.714749210048467,25.136595932301134,9.401146109215915,1,2,1,,
560,True,30,30,16,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/560/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/560/evaluation.json,16,True,True,True,recovered,29,29,200,27,,1.0,1.0,False,0,0,0.14969618106260896,,1.9682760331779718,1.0692615360021591,,,,2.696831,129.23046875,bosque20,437105,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.7100256811827421,32,200,200,13,36,0,0,0.00924503430724144,674,528,146,0.4211107883602381,1.094710994977504,0.17860617628321052,1,2,1,,
561,True,61,61,28,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/561/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/561/evaluation.json,28,True,True,True,recovered,5239,5239,14062,277,,1.0,1.0,True,0,0,20.040787919890136,,158.68948909500614,107.25059188669547,,,,256.456965,1814.92578125,bosque20,437106,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,112.61069703195244,61,14062,14062,100,54,16863,0,1.8393279612064362,55523,43586,11937,31.659577074460685,49.55839198548347,29.385057497769594,1,5,4,,
562,True,43,43,22,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/562/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/562/evaluation.json,22,True,True,True,recovered,21,21,415,8,,1.0,1.0,False,0,0,0.4485871819779277,,4.928015150828287,2.022056116955355,,,,6.651472,162.01953125,bosque56,437117,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,3.8317494089715183,44,415,415,20,46,0,0,0.036064245039597154,1831,1111,720,1.5710913653019816,1.6338065096642822,0.5789447240531445,2,3,1,,
563,True,63,63,38,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/563/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/563/evaluation.json,38,True,True,True,recovered,894,894,1700,286,,1.0,1.0,True,0,0,3.077446241863072,,26.103822878096253,13.953523724107072,,,,39.631513,418.4296875,bosque56,437118,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,20.429287754930556,68,1700,1700,100,82,648,0,0.24627954489551485,9550,5185,4365,9.793280265061185,6.582994056632742,3.7748286039568484,2,2,2,,
564,True,53,53,26,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/564/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/564/evaluation.json,26,True,False,True,recovered,9029,31,999,33,,1.0,1.0,True,0,0,1.2278866299893707,,18.979669466149062,13.499391565099359,,,,32.136581,346.71875,bosque56,437119,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,13.20853711804375,54,999,999,100,86,6190,0,0.3076698670629412,3872,3176,696,4.272696795174852,6.510669060284272,2.0866198749281466,3,5,1,,
565,True,67,67,36,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/565/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/565/evaluation.json,36,True,False,True,recovered,878,879,529,29,,1.0,1.0,False,0,0,0.9356637368910015,,8.159808920929208,2.55242901109159,,,,9.837163,183.87890625,bosque56,437120,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.124202949926257,69,529,529,16,41,0,0,0.03033828199841082,1301,881,420,3.6957110427320004,2.5867965093348175,0.7900924040004611,0,4,4,,
566,True,48,48,27,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/566/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/566/evaluation.json,27,True,False,True,recovered,32278,5613,5043,178,,1.0,1.0,True,0,0,6.121987529098988,,56.76798994280398,39.71532626915723,,,,94.071142,766.27734375,bosque20,437121,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,40.16459956439212,47,5043,5043,100,32,6116,0,0.8141953870654106,25706,22360,3346,10.449806686025113,17.611151783261448,11.213356877211481,3,3,0,,
567,True,50,50,24,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/567/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/567/evaluation.json,24,True,True,True,recovered,3133,3133,5408,42,,1.0,1.0,True,0,0,6.190168857574463,,49.1039425637573,33.54007563274354,,,,81.023916,679.90234375,bosque67,437122,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,34.147437064908445,52,5408,5408,100,84,6555,0,0.4106653956696391,21027,17970,3057,8.779000464826822,15.272834969684482,9.624735627323389,3,3,0,,
568,True,30,30,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/568/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/568/evaluation.json,14,True,True,True,recovered,1451,1451,613,35,,1.0,1.0,True,0,0,0.3985030697658658,,4.935498330742121,2.722396836616099,,,,7.761644,173.42578125,bosque67,437123,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,3.5091446861624718,31,613,613,100,10,571,0,0.04419844690710306,2464,2159,305,0.9325536601245403,1.7567910635843873,0.7637180527672172,5,3,0,,
569,True,50,50,28,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/569/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/569/evaluation.json,28,True,True,True,recovered,537,537,266,4,,1.0,1.0,True,0,0,0.3674322860315442,,6.1051464807242155,1.4291380681097507,,,,7.028749,150.8984375,bosque67,437124,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,5.511048366315663,54,266,266,6,100,20,0,0.015234412625432014,1202,855,347,2.9493194734677672,2.032349514774978,0.5008820472285151,4,3,0,,
570,True,31,31,15,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/570/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/570/evaluation.json,15,True,False,True,recovered,849,379,1507,186,,1.0,1.0,True,0,0,1.0555289452895522,,6.006054509431124,3.2609592778608203,,,,9.552498,185.515625,bosque67,437125,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,4.708600499667227,31,1507,1507,100,60,52,0,0.059865014627575874,4348,3428,920,1.5698573989793658,1.8512371005490422,1.2168524097651243,2,4,2,,
571,True,39,39,18,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/571/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/571/evaluation.json,18,True,True,True,recovered,190,190,614,19,,1.0,1.0,True,0,0,0.532151177059859,,5.903511900920421,3.6075282259844244,,,,10.021728,187.03125,bosque26,437126,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,4.339919593650848,40,614,614,100,25,996,0,0.05082122515887022,2189,2084,105,1.4412091569975019,1.8338215476833284,1.000554721802473,2,3,1,,
572,True,39,39,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/572/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/572/evaluation.json,19,True,False,True,recovered,1313,135,1029,22,,1.0,1.0,True,0,0,0.9059799686074257,,12.244678396731615,6.765751890838146,,,,18.036348999999998,253.171875,bosque26,437127,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,9.413499508053064,38,1029,1029,100,22,180,0,0.08548851124942303,6980,5806,1174,2.3419297677464783,4.2870593261905015,2.681548634544015,5,7,1,,
573,True,61,61,23,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/573/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/573/evaluation.json,23,True,True,True,recovered,1344,1344,6728,26,,1.0,1.0,True,0,0,8.323853387031704,,55.0556582538411,34.57010207697749,,,,84.94161500000001,656.03125,bosque26,437128,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,40.499994934070855,62,6728,6728,100,62,5132,0,0.6227124980650842,20828,18600,2228,10.314035634510219,18.346125515177846,11.157798768952489,4,3,0,,
574,True,47,47,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/574/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/574/evaluation.json,19,True,False,True,recovered,25,1417,409,16,,1.0,1.0,True,0,0,0.4129503439180553,,4.1795614960137755,2.023955069016665,,,,6.905731,157.625,bosque56,437137,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,3.345496510155499,47,409,409,99,56,120,0,0.034502924885600805,1377,1227,150,1.5974300857633352,1.0299172934610397,0.6713394080288708,1,3,2,,
575,True,76,76,44,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/575/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/575/evaluation.json,44,True,True,True,recovered,5967,5967,4762,82,,1.0,1.0,True,0,0,10.730657605919987,,94.97800553496927,34.78170692897402,,,,117.902715,1217.7265625,bosque56,437138,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,81.01434269081801,81,4762,4762,71,100,16,0,0.27651411201804876,22829,16175,6654,40.645917244721204,25.058975102147087,14.96866331808269,4,5,2,,
576,True,38,38,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/576/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/576/evaluation.json,19,True,False,False,not_recovered,14376,,3541,28,,1.0,1.0,True,0,0,5.8053025170229375,,22.85671295085922,15.06136731384322,,,,38.084001,400.96484375,bosque26,437139,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,15.870147297158837,39,3541,3541,100,22,3632,0,0.2455149982124567,11506,11068,438,4.208572558593005,6.86628973018378,4.511551265139133,1,2,1,,
577,True,27,27,10,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/577/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/577/evaluation.json,10,True,True,True,recovered,181,181,155,17,,1.0,1.0,False,0,0,0.08174819406121969,,1.671498802024871,0.6563460940960795,,,,2.710423,131.4609375,bosque56,437143,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.3850847999565303,27,155,155,7,7,0,0,0.010284542106091976,858,709,149,0.3505206818226725,0.8184352316893637,0.19889710401184857,4,2,2,,
578,True,41,41,22,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/578/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/578/evaluation.json,22,True,True,True,recovered,869,869,306,15,,1.0,1.0,True,0,0,0.30536612891592085,,3.270417015068233,1.484692260157317,,,,5.008992999999999,147.65625,bosque56,437144,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,2.6448452128097415,42,306,306,100,82,57,0,0.019170518033206463,1460,1007,453,1.020886869635433,1.1988082234747708,0.3936349309515208,2,4,3,,
579,True,64,64,32,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/579/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/579/evaluation.json,32,True,True,True,recovered,60,60,384,9,,1.0,1.0,True,0,0,0.6027607799042016,,8.151022264035419,2.6777246021665633,,,,9.269952,171.9609375,bosque56,437145,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,6.0294370979536325,67,384,384,100,92,153,0,0.020301468903198838,1413,1228,185,2.638209866825491,2.4099424378946424,0.9393578779418021,0,2,4,,
580,False,36,46,19,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/580/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/580/evaluation.json,19,True,True,True,recovered,67,67,2622,110,,1.0,0.782608695652174,False,0,0,2.3309898898005486,,9.48756355792284,5.652449399000034,,,,14.758618,221.921875,bosque56,437146,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,7.146890748059377,39,2622,2622,96,16,0,0,0.07517401687800884,5602,4641,961,1.6540846680290997,3.2634181356988847,2.13706091302447,3,10,1,,
581,True,29,29,11,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/581/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/581/evaluation.json,11,True,True,True,recovered,1173,1173,424,14,,1.0,1.0,False,0,0,0.09139644354581833,,1.021904074586928,0.5428033890202641,,,,2.2177819999999997,142.3515625,bosque12,437716,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,0.7877564420923591,31,424,424,10,52,0,0,0.008256746456027031,1587,1399,188,0.3214601594954729,0.26315327640622854,0.1918550580739975,3,2,1,,
582,False,32,40,14,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/582/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/582/evaluation.json,14,True,True,True,recovered,51,51,445,36,,1.0,0.8,True,0,0,0.2953160582110286,,2.4669872606173158,1.7449216693639755,,,,4.975079,151.05078125,bosque44,437148,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.723639308474958,32,445,445,98,7,345,0,0.02277263905853033,1139,975,164,0.6417957106605172,0.5795154515653849,0.4692879728972912,4,9,0,,
583,True,54,54,33,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/583/aam.json.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/583/partial_archive.json,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/583/evaluation.json,33,True,False,True,recovered,17307,3278,14390,62,142,1.0,1.0,True,0,0,8.61370502319187,c998554adb94e24d16d31f9756ef67778fc71171c895cfc56ef214b641c1e9ef,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,0,,
584,False,23,22,10,True,1.0,complete,True,False,False,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/584/aam.json.gz,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/584/evaluation.json,10,True,True,True,recovered,458,458,207,12,,1.0,1.0,False,0,0,0.10475457273423672,,1.487630907446146,0.825559631921351,,,,2.905835,133.8359375,bosque67,437150,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.9660115679726005,23,207,207,7,7,0,0,0.012860001996159554,1085,875,210,0.4152367962524295,0.32808448653668165,0.2034034850075841,3,2,0,,
